id,user_id,setting_id,task_id,answer
227,2016011336,3,18,1.瘸腿，瘸腿的人2.蹩脚，比喻尴尬，差劲
228,2016011336,3,9,蓝莓中含有花青素和视紫质，能够缓解视疲劳，预防眼疾，但并无治疗作用
229,2016011336,3,12,找到，情歌之花
230,2016011336,3,2,加入旅行社，代办个人出游：到户口所在地公安机关出入境管理机关，提交填写《内地居民往来港澳地区申请表》，带户口本，身份证原件办理
231,2015012244,4,18,瘸腿或尴尬
232,2015012244,4,3,变频：自动调节运转速率，耗电较低温度稳定，但售价较高定频：通过开关压缩机来调节温度，温度忽高忽低耗电量大而售价便宜
233,2015012244,4,13,"""生日1976/3/18,成名曲为《最初的梦想》，还出演过多部电影电视剧举办多场个人演唱会并在2016/1出版了第13张个人专辑"""
234,2015012244,4,8,是哒
235,2015012244,4,1,广州，杭州，兰州
236,2015012244,4,14,"""生于1968/10/12,于2000年成功试镜金刚狼，被称为狼叔，后又参演06年的致命魔术和12年的悲惨世界并得到金球奖最佳男演员"""
237,2015012244,4,4,白云山景区，珠江，越秀公园，中信广场，长隆旅游区，上下九步行街，中科院植物园，中山纪念馆，黄埔军校旧址
238,2015012244,4,12,情歌之花，还有一番风雨一番情
239,2015012244,4,7,蒹葭苍苍，白露为霜，所谓伊人，在水一方
240,2015012244,4,9,蓝莓中的花青素（或VMA）有利于减轻长期注视屏幕的眼疲劳和强化夜间视力，但不能指望有更强的效果，所以蓝莓在一定程度上是对眼睛有好处的
241,2015012244,4,6,文科：刘凯翔，660理科：刘云鹏，709
242,2015012244,4,15,是，第一个即是
243,2015012244,4,5,2016年6月23日，枪手进入影院开始扫射，媒体开始报道至少25人受伤，但之后称是虚惊一场，枪手被击毙，无人受伤
244,2015012244,4,16,云南省大理州，建校于1947年，占地53000平方米，曾十易校名，三迁校址，现校长为杨文彪，多次占据大理州高考榜首
245,2015012244,4,19,"""白云洞风景区旺季门票120,淡季100，使用预订的话旺季110,淡季95，但如果不去天门山只去白云洞的话票价应该只有70（没法细查）"""
246,2015012244,4,2,往来港澳通行证和G签注
247,2015012244,4,17,灰银效果白色的，婆婆的头发色
248,2015012244,4,20,是
249,2015012244,4,11,是
250,2015012244,4,10,祛风湿，活血排脓，生肌止痛，美容增白，燥湿降压，可用于头疼牙疼鼻渊，肠风痔漏
251,2016211001,1,8,
252,2016211001,1,20,
253,2016011386,1,14,澳大利亚演员，1968年出生在悉尼，在澳大利亚参演话剧，后凭《落日大道》走红，后随导演到英国发展，后因在好莱坞出演金刚狼红遍世界，获奥斯卡金像奖提名，和终身成就奖
254,2016011386,1,1,锦州，苏州，郑州，琼州，德州，广州，惠州湖州 ，荆州，贵州
255,2016011386,1,4,沙面，广州塔，长隆水上乐园，白云山，陈家祠，莲花山
256,2016011386,1,17,我没有找到想要的结果
257,2016011386,1,15,找到了
258,2016011386,1,19,淡季95旺季110
259,2016011386,1,5,2016.6.23日发生在德国西部，排除恐怖袭击可能，凶手被击毙，官方发言无人员伤亡，德国媒体报道50人左右出现受伤，凶手死于头部所中三枪
260,2016011386,1,20,找到了资源
261,2016011386,1,9,蓝莓中含有花色苷色素，可以提高视网膜中视红素的含量，提高适应黑暗的能力和视觉宽度，对眼睛有一定好处
262,2016011386,1,7,桃之夭夭，灼灼其华。窈窕淑女，君子好逑。投我以木桃，报之以琼瑶
263,2016011386,1,18,1.瘸腿的人2.比喻尴尬，称蹩脚
264,2016011386,1,16,下关一中是云南省大理州一所重点高中，是示范校，有3000多名学生，有很多优秀教职工
265,2016011386,1,10,功效：祛风消寒，消肿止痛，美容，作用：头痛，鼻渊，风湿，消炎止痛，赤白带下，皮肤瘙痒
266,2016011386,1,8,找到了
267,2016011386,1,11,找到了
268,2016011386,1,13,美籍华裔女歌手，主持人，出生于美国俄亥俄州，六岁回台湾读书，后又会到美国，大二休学到台湾开始歌手主持人之路，和陈建州结婚后生下双胞胎儿子，
269,2016011386,1,6,理科刘云鹏709文科刘凯翔660
270,2016011386,1,3,变频空调可以自动调节压缩机工作，并且节能，调温速度快，可保持室内恒温定频空调也不能容易造成室内忽冷忽热，消耗电能较多
271,2016011386,1,12,找到了情歌之花
272,2016011386,1,2,办理   港澳通行证    和    港澳签注
273,2014010588,2,6,没查到
274,2014010588,2,9,有一定作用。不仅可以缓解眼睛疲劳，还可以增强记忆力，防癌症
275,2014010588,2,2,去当地管理部门办理港澳通行证之后再办签注
276,2014010588,2,15,没有
277,2014010588,2,18,1.瘸腿的人2.蹩脚，比喻尴尬的局面
278,2014010588,2,17,灰色的，有一点点淡蓝色
279,2014010588,2,11,找到了很多
280,2014010588,2,1,常州，温州，徐州，梧州，荆州
281,2014010588,2,16,建立于1947年，1993被省部委评委一级完中，2006年升级为一级一等完中，曾10易校名，三迁校址
282,2014010588,2,5,有媒体报道至少25人受伤，但是黑森政府表示无人受伤，并且击毙了犯罪份子
283,2014010588,2,7,很多，比如关关雎鸠，在河之洲执子之手，与子偕老投我以桃，报之以李言者无罪，闻者足戒
284,2014010588,2,3,主要区别就是能不能动态的调整温度，能不能一直保持温度
285,2014010588,2,20,是的
286,2014010588,2,4,长隆欢乐谷，陈家祠，大夫山，沙面，华南理工大学
287,2014010588,2,14,1968年生，第一部电影叫科瑞丽，出生在悉尼，澳大利亚演员，凭借在2000年在x战警中金刚狼的角色，被称为狼叔
288,2014010588,2,10,活血排脓，祛风湿
289,2014010588,2,13,生日，出道信息，专辑信息，配偶，参加的活动
290,2014010588,2,19,"""有回答70.也有90,110 """
291,2014010588,2,12,找到了
292,2014010588,2,8,找到了
293,2016211001,1,4,
294,2016211001,1,12,
295,2014080102,3,16,云南大理一所中学，出国状元，校园风景不错
296,2014080102,3,19,淡季100，旺季120，学生价70
297,2014080102,3,1,杭州 徽州 湖州 台州 温州
298,2014080102,3,12,不记得了……看了下视频
299,2014080102,3,7,没有觉得特别美的，除了经典的那几句
300,2014080102,3,4,教堂 长隆乐园 早茶
301,2014080102,3,15,是
302,2014080102,3,20,是
303,2014080102,3,11,是
304,2014080102,3,5,电影院附近 50人伤亡
305,2014080102,3,2,港澳通行证 签注
306,2014080102,3,18,瘸腿 蹩脚
307,2014080102,3,13,1976年生。与丈夫陈建州有一对双胞胎儿子。著名歌手
308,2014080102,3,10,驱寒
309,2014080102,3,17,深灰色的
310,2014080102,3,6,刘凯翔 660刘云鹏709
311,2014080102,3,3,运转原理不同 变频的是自动的
312,2014080102,3,9,蓝莓中的花青素可帮助视网膜减轻疲劳
313,2014080102,3,8,是
314,2014080102,3,14,演员 澳大利亚人 金刚狼
315,2016011396,4,15,是
316,2016011396,4,6,理科 刘云鹏 709文科 刘凯翔 660
317,2016011396,4,3,"""定频空调转速不变,变频空调主机可以无极变速"""
318,2016011396,4,16,云南大理州
319,2016011396,4,10,祛风湿 活血排毒 
320,2016011396,4,17,头发略带灰色
321,2016011396,4,12,情歌之花
322,2016011396,4,2,港澳通行证 有效签注
323,2016011396,4,9,蓝莓含有VAM能缓解视力疲劳
324,2016011396,4,18,瘸腿 蹩脚
325,2016011396,4,19,95 110
326,2016011396,4,8,是
327,2016011396,4,14,澳大利亚人 出演金刚狼
328,2016011396,4,5,虚惊一场 无人受伤 枪手被击毙
329,2016011396,4,13,美籍 汉族 配偶陈建州
330,2016011396,4,7,执子之手 与子偕老
331,2016011396,4,4,长隆游乐园 珠江夜景
332,2016011396,4,20,是
333,2016011396,4,1,彭州 达州 锦州 福州 兰州
334,2016011396,4,11,是
335,2016011304,1,11,是
336,2016011304,1,8,是
337,2016011304,1,20,是
338,2016011304,1,9,蓝莓中含有某种物质能够增强视力，也有一定的事实作为支撑，还是有一定可信度的。
339,2016011304,1,2,需要港澳通行证和旅游签注
340,2016011304,1,1,福州 兰州 杭州  郑州
341,2016011304,1,13,美籍华人，后定居台湾，已婚
342,2016011304,1,3,变频空调相对更加省电，性能上也有一定优势，但价格相对高昂一些，而且市场种类不够丰富
343,2016011304,1,17,类似老婆婆一样的灰色，但不失青春的感觉，嗯嗯不错我喜欢
344,2016011304,1,15,是
345,2016011304,1,4,珠江，广州塔，小吃街
346,2016011304,1,14,澳大利亚人，出演过金刚狼以及铁甲钢拳的男主角等角色
347,2016011304,1,5,嫌疑人持枪进入电影院，似乎开了枪，但未造成人员伤亡（持疑），后被警方击毙。
348,2016011304,1,12,情歌之花
349,2016011304,1,6,刘云鹏，刘凯翔，分数一个708另一个忘了
350,2016011304,1,7,蒹葭苍苍，白露为霜，所谓伊人，在水一方
351,2016011304,1,10,治疗妇科疾病，治疗鼻炎，头痛
352,2016011304,1,18,瘸腿的人，蹩脚
353,2016011304,1,19,价钱从100到120都有，很迷
354,2016011304,1,16,在云南。
355,2015010127,2,5,该枪击案发生在德国的一起非极端分子的恶性事件，据报道，并未因此而导致群众伤亡，但因警方投放催泪弹导致部分民众感到不适
356,2015010127,2,17,首先显灰色的，掺杂着其他的发色，如紫色黑色，棕黄色，还可以搭配各种发型和衣服，但对头发杀伤力较大。
357,2015010127,2,11,找到了
358,2015010127,2,8,找到
359,2015010127,2,3,变频制冷热速度快，舒适性好，长时间省电，
360,2015010127,2,9,蓝莓含维生素C二，滞沙:较多，缓解血管滞力，对心脏病有好处，主要活血，但可能跟某些药物发生反应
361,2015010127,2,7,兼葭苍苍，白露为霜。关关睢鸠，在河之洲。
362,2015010127,2,1,杭州，台州，郑州，广州，苏州
363,2015010127,2,18,1.颠脚2.比喻尴尬
364,2015010127,2,20,找到
365,2015010127,2,12,找到
366,2015010127,2,19,"""大慨6,70左右"""
367,2015010127,2,2,身份证，户口本办理港澳通行证，不要护照
368,2015010127,2,4,海滨公园等
369,2015010127,2,13,范玮琪，中国女歌手，和黑人结婚
370,2015010127,2,14,"""1968,10,12曰出生，因x战警获好莱坞明星，"""
371,2015010127,2,15,找到
372,2015010127,2,16,下关一中位于云南大理，1947年成立，教学业绩逐年提高
373,2015010127,2,10,白芷祛风湿，活血化脓，排风止痛，对皮肤有美颜功效
374,2015010127,2,6,并没记住
375,2016050024,3,14,"""澳大利亚悉尼人，身高190cm,体重89kg。外号“金刚人”。"""
376,2016050024,3,5,造成约50人受伤，枪手已被击毙。
377,2016050024,3,17,介于黑白之间的一种颜色。
378,2016050024,3,1,杭州，苏州，福州，赣州。
379,2016050024,3,13,2000发行首张专辑《范范的世界》而出道，2004年因演唱《最初的梦想》而走红。
380,2016050024,3,19,成人120元／人，学生70元／人。
381,2016050024,3,3,压缩机的工作原理不同？变频空调比定频空调省电。
382,2016050024,3,2,办签证。
383,2016050024,3,11,是。
384,2016050024,3,18,瘸或者蹩脚。
385,2016050024,3,20,是。
386,2016050024,3,4,陈家祠，黄埔军校旧址，中信广场。
387,2016050024,3,15,是。
388,2016050024,3,12,找到了。
389,2016050024,3,16,学生成绩两极分化严重，总体成绩很好，受到广大学生和家长信赖。
390,2016050024,3,10,解热，抗寒，内容美白。
391,2016050024,3,6,"""文科刘凯翔660,理科刘云鹏709。"""
392,2016050024,3,9,蓝莓作为一种水果，虽然有对眼睛好的功效，但若专门用来治疗眼睛疲累并不现实。
393,2016050024,3,8,是。
394,2016050024,3,7,关关雎鸠，在河之洲。窈窕淑女，君子好逑。
395,2016011258,4,10,驱寒，排脓，美容，治疗低血糖，降血压
396,2016011258,4,7,关关雎鸠，在河之洲，窈窕淑女，君子好逑。蒹葭苍苍，白露为霜，所谓伊人，在水一方。青青子衿，悠悠我心
397,2016011258,4,14,1968年出生于澳大利亚，1994年“触电”，2000年饰演《X战警》中的金刚狼一角成为好莱坞明星，2015年宣布最后一次饰演金刚狼。
398,2016011258,4,5,2016.6.23，德国一家电影院，一名枪手肩背子弹带扫射人群，但没打到人，未造成人员受伤。警方赶到后因其持有人质而将其击毙。除枪手死亡外，警方及人质均未受伤，有报道称部分群众因警方行动时释放催泪瓦斯而感到不适。事后警方排除恐怖主义袭击可能，认为这完全是一次个人行为，此人疑似精神恍惚。
399,2016011258,4,11,是的
400,2016011258,4,12,"""是的，情歌之花1,情歌之花2,情歌之花3,情歌之花4"""
401,2016011258,4,15,是的
402,2016011258,4,19,70
403,2016011258,4,16,位于云南大理，成立于1947年，曾十易校名，三迁校址，现为云南省重点中学，一级一等高级中学
404,2016011258,4,4,白云山，珠江夜景，陈家祠，越秀公园，莲花山，中山纪念堂
405,2016011258,4,6,文：刘凯翔660分理：刘云鹏709分
406,2016011258,4,18,"""1,瘸腿的人2,蹩脚，比喻尴尬，差劲。"""
407,2016011258,4,1,广州，徐州，苏州，扬州，德州，胶州
408,2016011258,4,2,往来港澳通行证，签注。如果不属于自由行地区户口，还需要由公安局办手续跟团前往
409,2016011258,4,20,是的
410,2016011258,4,17,浅灰色，和老年人的灰色头发相似
411,2016011258,4,8,是的
412,2016011258,4,13,1976年出生于美国，华语歌手，演员，主持人。目前有十三张个人专辑，《最初的梦想》传唱度极高
413,2016011258,4,9,蓝莓中含有有益眼睛的营养成分，有助于提高夜间视力，但效果有限，平常仍需注意用眼习惯。
414,2016011258,4,3,变频空调在长时间运转时比定频空调省电，但开启时耗电比定频空调大。且价格较高，一次性投入较大。
415,2013011361,1,18,瘸腿，蹩脚
416,2013011361,1,11,是
417,2013011361,1,9,理论上可行，但实际很难
418,2013011361,1,14,金刚狼的演员，很厉害
419,2013011361,1,8,是
420,2013011361,1,7,关关雎鸠，在河之洲
421,2013011361,1,2,港澳通行证
422,2013011361,1,10,治疗感冒，妇女白带，美容
423,2013011361,1,15,是
424,2013011361,1,20,是
425,2013011361,1,4,广州塔，沙面岛，上下九步行街
426,2013011361,1,6,刘凯翔 689   708
427,2013011361,1,12,情歌之花
428,2013011361,1,17,没有搜到
429,2013011361,1,3,变频空调更节能
430,2013011361,1,1,广州，沧州，通州
431,2013011361,1,16,位于云南大理，是云南省重点中学
432,2013011361,1,19,95
433,2013011361,1,13,台湾女歌手，福茂唱片公司旗下，出了很多张专辑，也有一些比较红的歌已婚，老公是陈建州，有三个孩子
434,2013011361,1,5,地点在德国西部费恩海姆，枪手已被击毙，无人质受伤
435,2014310617,2,2,港澳通行证
436,2014310617,2,10,功效：祛风，燥湿，消肿，止痛；作用：降血压，抗炎，止血，解热
437,2014310617,2,13,1976年3月18日生于美国俄亥俄州，美籍华裔人，歌手，身高171cm，体重48kg，丈夫陈建州（黑人），有一对双胞胎儿子
438,2014310617,2,15,是
439,2014310617,2,1,杭州，广州，扬州，常州，沧州，温州
440,2014310617,2,11,是
441,2014310617,2,5,在黑森州菲恩海姆一家电影院，劫持数十名人质，25人受伤，枪手被警方击毙
442,2014310617,2,20,是
443,2014310617,2,7,桃之夭夭，灼灼其华。青青子衿，悠悠我心。关关雎鸠，在河之洲。蒹葭苍苍，白露为霜。
444,2014310617,2,12,是，情歌之花。
445,2014310617,2,13,1976年生于美国俄亥俄州，美籍华人，歌手，丈夫陈建州，有一对双胞胎儿子。
446,2014310617,2,18,瘸子；蹩脚
447,2014310617,2,3,变频空调可以自动加热制冷，维护房间温度不变；定频空调加热制冷到设定温度就不再工作。
448,2014310617,2,19,110元成人票，60元学生票。
449,2014310617,2,6,文科，刘凯翔，660分理科，刘云鹏，709分
450,2014310617,2,16,位于云南省大理市的重点高中。
451,2014310617,2,9,说法正确，蓝莓有增强视力，消除眼睛疲劳的功效。
452,2014310617,2,14,1968年出生于悉尼，澳大利亚演员，在《X战警》中扮演金刚狼。凭借在《悲惨世界》中冉阿让获得金球奖
453,2014310617,2,4,广州塔，黄埔古港，长隆欢乐谷，小洲村，沙面，广州烈士陵园。
454,2014310617,2,8,是的
455,2014310617,2,17,灰色的，半百半黑的发色。
456,2014012280,3,2,去户口所在地的派出所办理港澳通行证，并进行签注
457,2014012280,3,3,变频空调通过改变频率，实现不停机运转，维持温度，而定频空调需要开停交错，很难维持温度
458,2014012280,3,9,有一定道理，因为蓝莓中有花青素，能缓解眼部疲劳
459,2014012280,3,13,范玮琪，美籍华人，台湾人，出生于美国俄亥俄州，出生时间1976年3月18日，已婚，第一张专辑范范的世界
460,2014012280,3,14,"""休杰克曼，英文名Hugh     jackman，澳大利亚人，出生于1968年10月12日，身高190,体重89,被誉为澳大利亚最性感的男人"""
461,2014012280,3,16,"""位于云南省大理，创建于1947年，为一级高中，今年一本率76.01,本科率100%"""
462,2014012280,3,10,祛风湿，止痛，消肿，抗炎，治疗赤白带下，皮肤瘙痒，还能美容
463,2014012280,3,18,1瘸腿2某方面能力不行
464,2014012280,3,1,苏州，常州，沧州，杭州，湖州，温州，通州
465,2014012280,3,5,2016年6月23日，在德国菲恩海姆，发生枪击案，截至目前约有50人受伤
466,2014012280,3,7,关关雎鸠，在河之洲，窈窕淑女，君子好逑
467,2014012280,3,4,白云山风景区，珠江夜景，越秀山，中信广场，长隆欢乐世界，水上乐园，
468,2014012280,3,15,是
469,2014012280,3,12,是
470,2014012280,3,19,全票120元
471,2014012280,3,20,是
472,2014012280,3,8,是
473,2014012280,3,6,文科刘凯翔，660分   理科刘云鹏，709分
474,2014012280,3,11,是
475,2014012280,3,17,就是像老婆婆一样灰白的头发
476,2016011284,4,9,是正确的，其富含花青素，具有活化视网膜的功效。但是只是一种食品，不能只依赖蓝莓
477,2016011284,4,12,情歌之花
478,2016011284,4,10,美白祛斑，延缓皮肤衰老，促进皮肤新陈代谢，祛寒
479,2016011284,4,8,是
480,2016011284,4,2,港澳通行证和签注
481,2016011284,4,6,文，刘凯翔，660理，刘云鹏，709
482,2016011284,4,14,澳大利亚演员，出演金刚狼成名，多次拿奖，爱护妻子
483,2016011284,4,4,白云山风景区，陈家祠，沙面，中山大学
484,2016011284,4,15,是
485,2016011284,4,13,美国出生女歌手，模范棒棒堂主持人，多次获奖，最初的梦想
486,2016011284,4,5,虚惊一场，并无人员受伤，枪手已经被击毙
487,2016011284,4,17,俏皮的灰色头发
488,2016011284,4,16,云南省大理州，云南省重点中学
489,2016011284,4,11,是
490,2016011284,4,1,沧州，冀州，苏州，杭州
491,2016011284,4,7,所谓伊人，在水一方
492,2016011284,4,18,瘸子，喻尴尬
493,2016011284,4,20,是
494,2016011284,4,19,学生票120预订60
495,2016011284,4,3,能否调节压缩机频率变频空调售价高，但是噪音小，舒适，节能
496,2016011257,1,4,长隆欢乐谷白云山广州塔沙面
497,2016011257,1,17,没有收获
498,2016011257,1,16,云南省大理州的一所好中学，既有初中也有高中。
499,2016011257,1,3,变频空调压缩机频率可变，智能调频，定频空调不能调频。变频空调较省电，舒适，但价格较高。
500,2016011257,1,5,一戴面具男子持枪闯入影院，现已被击毙，无人受伤。
501,2016011257,1,8,找到了
502,2016011257,1,13,美籍华裔女歌手，毕业于哈佛大学经济学系。代表作《最初的梦想》，在台湾发展，配偶陈建州。
503,2016011257,1,18,瘸腿或蹩脚。
504,2016011257,1,12,找到了，情歌之花
505,2016011257,1,10,美白，治疗感冒头疼鼻塞妇女白带
506,2016011257,1,1,赣州市，柳州市，雷州市，广州市
507,2016011257,1,2,办理港澳通行证。
508,2016011257,1,15,找到了，www.csu.edu.cn
509,2016011257,1,7,关关雎鸠，在河之洲，窈窕淑女，君子好逑。
510,2016011257,1,19,95元到120元
511,2016011257,1,9,蓝莓含有丰富的花青素和维生素C和A.对眼睛有一定好处，但不能确定。
512,2016011257,1,11,找到了。
513,2016011257,1,14,澳大利亚演员，制片人。
514,2016011257,1,20,找到了。
515,2016011257,1,6,理科刘云鹏709文科刘凯翔660
516,2013012645,2,15,找到了
517,2013012645,2,5,除了罪犯被击毙，无平民伤亡
518,2013012645,2,8,找到了
519,2013012645,2,12,找到了，但没留意名称
520,2013012645,2,20,找到了
521,2013012645,2,6,忘了。。。貌似700多
522,2013012645,2,14,悉尼  出演X战警中金刚狼角色成为好莱坞明星之后又拍摄了铁甲钢拳
523,2013012645,2,7,关关雎鸠在河之洲
524,2013012645,2,1,苏州 常州 扬州
525,2013012645,2,10,兴奋中枢神经解热
526,2013012645,2,13,美籍华裔  台湾歌手做公益
527,2013012645,2,16,云南省高级中学
528,2013012645,2,2,港澳通行证
529,2013012645,2,11,找到了
530,2013012645,2,18,腿或脚有病  走路不平衡
531,2013012645,2,9,蓝莓里含有的某种物质对眼睛有好处  可以缓解疲劳  增强夜视能力
532,2013012645,2,17,像外婆头发的颜色
533,2013012645,2,4,长隆欢乐谷  广州塔  烈士陵园
534,2013012645,2,3,对于温度的掌控  变频可使室温保持在恒定的值但定频空调在温度达到该值之后便不在维持了
535,2013012645,2,19,成人110学生 60
536,2016011392,3,2,属于自由行区域的公民可自行去户口所在地派出所办理港澳通行证，其他公民需跟随公安部指定的旅行社前往。
537,2016011392,3,1,福州，常州，杭州，苏州，台州，泰州，通州，温州，鄂州，郑州漳州，琼州，泉州，广州，赣州，随州，德州
538,2016011392,3,7,知我者谓我心忧，不知我者谓我何求。
539,2016011392,3,3,变频空调主机可以通过检测室温自动调节压缩机功率，从而达到室内的恒温；而定频空调只能通过开关压缩机调节温度，因此室内忽冷忽热。变频空调更加省电，噪音小，寿命长。
