Metric	0001:走路软件	0002:49天之同人	0003:全民大学霸	0004:广西流浪汉月半小夜曲快手	0005:提现到挂失的银行卡里怎么办	0006:中国新歌声主题曲	0007:宝塔镇河妖的下一句是什么	0008:球球大作战兑换码礼品	0009:好看的小说	0010:wipe cache partition	0011:美女图片	0012:oppor9	0013:拔罐之后皮肤很黑是什么情况	0014:小说排行榜	0015:江疏影	0016:闵行区农业银行	0017:金贝辛格	0018:海南碧桂园	0019:长江水文网	0020:梦见失去工作	0021:春江花月夜原文	0022:天天向商软件官方下载	0023:笃字的拼音	0024:天气预报济南	0025:雪佛兰	0026:严东生逝世	0027:美国神婆	0028:光头强动画片全集	0029:炒饼的做法	0030:腾讯电脑管家	0031:果糖的主要功能	0032:上海商学院志愿者服务网	0033:note7国行爆炸	0034:海马s5	0035:申通快递	0036:比萨斜塔	0037:合肥到成都飞机票	0038:广州市第八人民医院	0039:青岛职业技术学院	0040:深圳三和人才市场招聘	0041:一级建造师注册网	0042:韩剧步步惊心丽	0043:我的世界籽岷	0044:关于秋天的作文500字	0045:绿地集团	0046:百度	0047:一路顺疯	0048:罪恶成魔	0049:大乐透	0050:下面痒是怎么回事
Q@0005	CONSIST|0.494|0.874	P=M>|0.083|0.0	CONSIST|0.916|0.667	CONSIST|0.498|0.212	CONSIST|0.775|0.327	CONSIST|0.577|0.319	CONSIST|0.99|0.797	CONSIST|0.123|0.387	CONSIST|0.735|0.85	P=M<|0.629|0.775	CONSIST|0.913|0.899	CONSIST|0.8|0.903	P>M=|0.909|0.874	CONSIST|0.634|0.791	CONSIST|0.827|0.862	CONSIST|0.821|0.916	P>M=|0.848|0.822	CONSIST|0.916|0.7	CONSIST|0.607|0.582	CONSIST|0.723|0.607	CONSIST|1.0|0.867	CONSIST|0.866|0.0	P=M<|0.896|0.955	P=M<|0.812|0.978	CONSIST|0.903|0.789	CONSIST|0.887|0.864	CONSIST|0.551|0.683	CONSIST|0.85|0.57	CONSIST|0.928|0.75	CONSIST|0.877|0.899	CONSIST|0.533|0.928	P>M=|0.539|0.539	P=M>|0.968|0.864	P=M>|0.928|0.864	CONSIST|0.776|0.695	CONSIST|0.692|0.704	CONSIST|0.99|0.955	CONSIST|0.873|0.873	P=M>|0.864|0.692	P<M=|0.576|0.55	P>M=|0.616|0.579	P>M=|0.842|0.842	P<M>|0.896|0.842	CONSIST|0.853|0.739	CONSIST|0.649|0.708	CONSIST|0.78|0.714	CONSIST|0.852|0.852	CONSIST|0.988|0.874	CONSIST|0.81|0.873	CONSIST|0.943|0.621
AP@0005	CONSIST|0.543|1.0	P=M>|0.083|0.0	P>M=|1.0|1.0	CONSIST|0.543|0.3	CONSIST|0.8|0.353	CONSIST|0.643|0.353	P>M=|1.0|1.0	CONSIST|0.13|0.55	P<M=|1.0|1.0	P=M<|0.8|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|0.8|0.8	CONSIST|1.0|0.76	P>M=|1.0|1.0	CONSIST|1.0|0.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	CONSIST|1.0|0.71	P>M=|1.0|1.0	CONSIST|1.0|1.0	CONSIST|0.543|1.0	P>M<|0.643|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	CONSIST|0.8|0.8	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P=M>|1.0|0.8	P<M>|1.0|0.71	CONSIST|0.76|0.643	P>M=|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	CONSIST|1.0|0.8
AP@0003	CONSIST|0.389|1.0	CONSIST|0.0|0.0	P>M=|1.0|1.0	CONSIST|0.389|0.333	CONSIST|1.0|0.389	CONSIST|0.556|0.389	P>M=|1.0|1.0	CONSIST|0.0|0.667	P<M=|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|0.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	CONSIST|1.0|0.667	P>M=|1.0|1.0	CONSIST|1.0|1.0	CONSIST|0.389|1.0	P>M<|0.556|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P<M>|1.0|0.667	CONSIST|1.0|0.556	P>M=|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0
MSnDCG@0005	CONSIST|0.565|0.855	P=M>|0.138|0.0	CONSIST|0.841|0.532	CONSIST|0.564|0.275	CONSIST|0.771|0.458	CONSIST|0.653|0.423	CONSIST|0.956|0.73	CONSIST|0.263|0.45	CONSIST|0.646|0.764	CONSIST|0.665|0.705	CONSIST|0.88|0.838	CONSIST|0.708|0.836	P>M=|0.871|0.855	CONSIST|0.492|0.679	P=M<|0.76|0.814	CONSIST|0.702|0.846	P>M=|0.772|0.816	CONSIST|0.846|0.625	CONSIST|0.597|0.547	P>M=|0.674|0.669	CONSIST|1.0|0.746	CONSIST|0.799|0.0	P=M<|0.759|0.903	P=M<|0.772|0.951	CONSIST|0.836|0.723	CONSIST|0.828|0.78	CONSIST|0.415|0.54	CONSIST|0.781|0.65	CONSIST|0.851|0.667	P=M<|0.785|0.838	CONSIST|0.617|0.851	CONSIST|0.607|0.445	P=M>|0.908|0.78	P=M>|0.851|0.78	CONSIST|0.655|0.574	P=M<|0.673|0.724	P=M>|0.956|0.903	CONSIST|0.815|0.815	P=M>|0.78|0.644	CONSIST|0.456|0.536	P>M<|0.593|0.666	P>M=|0.731|0.731	P<M=|0.759|0.731	CONSIST|0.794|0.681	CONSIST|0.541|0.653	CONSIST|0.668|0.602	CONSIST|0.775|0.775	CONSIST|0.944|0.855	CONSIST|0.705|0.815	CONSIST|0.968|0.623
RBP	P<M=|0.088|0.113	CONSIST|0.011|0.0	P>M=|0.137|0.092	CONSIST|0.111|0.036	P>M=|0.118|0.089	P>M=|0.057|0.045	P>M=|0.16|0.124	P<M=|0.031|0.035	P<M=|0.102|0.115	CONSIST|0.104|0.114	CONSIST|0.147|0.136	P<M=|0.114|0.137	P>M=|0.114|0.113	P<M=|0.069|0.093	CONSIST|0.124|0.136	P<M=|0.115|0.137	P>M=|0.125|0.145	P>M=|0.137|0.113	CONSIST|0.095|0.084	P>M=|0.123|0.113	CONSIST|0.17|0.116	CONSIST|0.137|0.0	CONSIST|0.117|0.148	CONSIST|0.135|0.159	P>M=|0.137|0.124	CONSIST|0.136|0.126	P<M=|0.081|0.094	P>M=|0.104|0.09	P>M=|0.138|0.113	CONSIST|0.126|0.136	P<M=|0.122|0.138	P>M=|0.091|0.077	CONSIST|0.149|0.126	CONSIST|0.138|0.126	P>M=|0.139|0.127	CONSIST|0.095|0.105	CONSIST|0.16|0.148	CONSIST|0.126|0.126	CONSIST|0.126|0.095	P<M=|0.092|0.093	P>M=|0.082|0.102	P>M=|0.115|0.115	P<M=|0.117|0.115	P>M=|0.136|0.124	P<M=|0.091|0.113	P>M=|0.117|0.105	CONSIST|0.125|0.125	P>M=|0.115|0.113	P<M=|0.104|0.126	CONSIST|0.136|0.082
AP	CONSIST|0.16|0.294	P=M>|0.083|0.0	P>M=|0.25|0.25	CONSIST|0.17|0.094	CONSIST|0.308|0.136	CONSIST|0.23|0.126	P>M=|0.263|0.263	CONSIST|0.072|0.306	P<M=|0.25|0.25	P=M<|0.235|0.294	CONSIST|0.25|0.25	P<M=|0.25|0.25	P>M=|0.25|0.25	P<M=|0.25|0.25	CONSIST|0.25|0.25	P<M=|0.263|0.263	P>M=|0.25|0.25	P>M=|0.25|0.25	CONSIST|0.235|0.235	CONSIST|0.278|0.211	P>M=|0.25|0.25	CONSIST|0.357|0.0	CONSIST|0.294|0.294	CONSIST|0.25|0.25	P>M=|0.25|0.25	CONSIST|0.294|0.294	P<M=|0.263|0.263	CONSIST|0.278|0.197	P>M=|0.263|0.263	CONSIST|0.263|0.263	CONSIST|0.151|0.278	P>M<|0.189|0.294	CONSIST|0.294|0.294	CONSIST|0.25|0.25	P>M=|0.25|0.25	CONSIST|0.222|0.222	CONSIST|0.263|0.263	CONSIST|0.25|0.25	P=M>|0.263|0.21	P<M>|0.263|0.187	P>M=|0.253|0.214	P>M=|0.25|0.25	P<M=|0.25|0.25	P>M=|0.25|0.25	P<M=|0.25|0.25	P>M=|0.25|0.25	CONSIST|0.25|0.25	P>M=|0.25|0.25	P<M=|0.25|0.25	CONSIST|0.294|0.235
P-plus	CONSIST|0.429|0.75	P=M>|0.25|0.0	CONSIST|1.0|0.625	P>M<|0.5|0.75	CONSIST|1.0|0.5	CONSIST|1.0|0.5	CONSIST|1.0|0.813	CONSIST|0.308|0.667	CONSIST|0.75|1.0	CONSIST|0.778|0.778	CONSIST|1.0|1.0	P<M=|1.0|1.0	CONSIST|0.869|0.75	CONSIST|0.75|1.0	CONSIST|1.0|1.0	CONSIST|0.813|1.0	CONSIST|1.0|0.778	CONSIST|1.0|0.625	CONSIST|1.0|1.0	P>M<|0.625|0.778	P>M=|1.0|1.0	CONSIST|0.813|0.0	CONSIST|1.0|1.0	P=M<|0.778|1.0	CONSIST|1.0|0.778	CONSIST|1.0|1.0	CONSIST|0.6|1.0	CONSIST|1.0|0.75	CONSIST|1.0|0.75	CONSIST|1.0|1.0	CONSIST|0.5|1.0	CONSIST|1.0|0.516	CONSIST|1.0|1.0	CONSIST|1.0|1.0	CONSIST|0.85|0.7	CONSIST|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	CONSIST|0.6|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	CONSIST|0.813|0.625	P<M=|0.625|0.625	P>M=|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|0.75	P<M=|1.0|1.0	CONSIST|1.0|0.75
NCUrb,BR	CONSIST|0.195|0.338	P=M>|0.088|0.0	CONSIST|0.324|0.234	CONSIST|0.205|0.093	CONSIST|0.37|0.159	CONSIST|0.263|0.148	CONSIST|0.36|0.29	CONSIST|0.081|0.249	P<M=|0.26|0.302	P=M<|0.25|0.301	CONSIST|0.323|0.319	P<M=|0.284|0.32	P>M=|0.319|0.306	CONSIST|0.225|0.281	CONSIST|0.293|0.304	P<M=|0.298|0.335	P>M=|0.301|0.288	CONSIST|0.325|0.245	CONSIST|0.244|0.235	P>M=|0.269|0.234	P>M=|0.353|0.308	CONSIST|0.381|0.0	CONSIST|0.351|0.373	P=M<|0.285|0.345	P>M=|0.32|0.278	CONSIST|0.346|0.338	CONSIST|0.201|0.252	CONSIST|0.32|0.22	CONSIST|0.339|0.273	CONSIST|0.32|0.329	CONSIST|0.203|0.35	P>M=|0.217|0.208	CONSIST|0.377|0.338	CONSIST|0.329|0.306	P>M=|0.275|0.245	CONSIST|0.268|0.272	CONSIST|0.36|0.348	CONSIST|0.309|0.309	P=M>|0.316|0.259	P<M=|0.209|0.208	P>M=|0.269|0.252	P>M=|0.299|0.299	P<M=|0.318|0.299	P>M=|0.3|0.258	P<M=|0.227|0.247	P>M=|0.278|0.255	CONSIST|0.302|0.302	P>M=|0.349|0.306	P<M=|0.288|0.309	CONSIST|0.366|0.247
Hit@0005	P<M=|1.0|1.0	P=M>|1.0|0.0	P>M=|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	P<M=|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|0.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0
pbg_tbg_modi	CONSIST|6.525|10.095	P=M>|1.212|0.0	CONSIST|13.988|10.883	CONSIST|10.511|4.181	CONSIST|13.047|9.194	CONSIST|7.263|5.8	CONSIST|14.804|8.927	CONSIST|3.807|5.546	CONSIST|6.616|11.572	CONSIST|10.498|11.003	P=M>|15.328|12.896	CONSIST|9.846|11.913	CONSIST|11.274|8.866	CONSIST|9.78|11.269	P=M<|11.603|13.908	CONSIST|12.118|13.61	P>M<|9.142|13.175	CONSIST|14.387|11.99	P=M>|10.045|9.412	CONSIST|11.385|10.521	CONSIST|18.811|13.268	CONSIST|13.962|0.0	CONSIST|13.769|14.165	P=M>|14.448|13.531	CONSIST|13.146|11.84	CONSIST|10.864|10.743	CONSIST|8.522|10.355	CONSIST|12.606|9.742	CONSIST|14.304|8.909	P=M<|11.491|12.561	CONSIST|9.671|11.5	CONSIST|12.215|11.245	P=M>|10.799|10.034	P=M>|11.608|10.577	CONSIST|15.729|13.341	CONSIST|9.924|10.259	P=M<|15.967|16.853	CONSIST|13.663|13.465	P=M>|13.89|11.714	CONSIST|9.454|10.136	CONSIST|11.665|10.59	CONSIST|13.103|10.363	CONSIST|12.603|14.005	CONSIST|12.857|8.359	CONSIST|11.319|13.597	P>M=|13.304|12.714	CONSIST|13.759|13.838	CONSIST|13.035|11.534	CONSIST|12.992|13.811	CONSIST|15.361|7.147
Hit@0003	P<M=|1.0|1.0	CONSIST|0.0|0.0	P>M=|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|0.0|1.0	P<M=|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|0.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0
nERR@0005	CONSIST|0.455|0.818	P=M>|0.102|0.0	CONSIST|0.973|0.652	P>M=|0.527|0.562	CONSIST|0.988|0.5	CONSIST|0.818|0.443	CONSIST|0.999|0.825	CONSIST|0.201|0.55	CONSIST|0.776|0.954	CONSIST|0.794|0.797	CONSIST|0.974|0.984	P<M=|0.93|0.971	P>M=|0.832|0.818	CONSIST|0.688|0.917	CONSIST|0.945|0.951	CONSIST|0.832|0.988	CONSIST|0.956|0.811	CONSIST|0.988|0.668	CONSIST|0.949|0.939	P>M<|0.677|0.797	P>M=|1.0|0.975	CONSIST|0.842|0.0	CONSIST|0.98|0.996	P=M<|0.808|0.998	CONSIST|0.971|0.802	CONSIST|0.965|0.959	CONSIST|0.636|0.943	CONSIST|0.935|0.759	CONSIST|0.988|0.785	CONSIST|0.962|0.984	CONSIST|0.535|0.988	CONSIST|0.883|0.522	CONSIST|0.996|0.959	CONSIST|0.988|0.959	CONSIST|0.87|0.745	CONSIST|0.942|0.951	CONSIST|0.999|0.996	CONSIST|0.96|0.96	CONSIST|0.959|0.941	CONSIST|0.65|0.941	P>M=|0.904|0.902	P>M=|0.953|0.953	P<M=|0.98|0.953	CONSIST|0.84|0.684	CONSIST|0.618|0.669	P>M=|0.966|0.949	CONSIST|0.959|0.959	CONSIST|0.995|0.818	P<M=|0.94|0.96	CONSIST|0.975|0.766
P@0005	CONSIST|0.8|1.0	P=M>|0.2|0.0	P>M=|1.0|1.0	CONSIST|0.8|0.4	CONSIST|0.8|0.6	CONSIST|0.8|0.6	P>M=|1.0|1.0	CONSIST|0.4|0.6	P<M=|1.0|1.0	P=M<|0.8|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|0.8|0.8	CONSIST|1.0|0.8	P>M=|1.0|1.0	CONSIST|1.0|0.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	CONSIST|1.0|0.8	P>M=|1.0|1.0	CONSIST|1.0|1.0	CONSIST|0.8|1.0	P>M<|0.8|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	CONSIST|0.8|0.8	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P=M>|1.0|0.8	P<M>|1.0|0.8	P>M=|0.8|0.8	P>M=|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	CONSIST|1.0|0.8
P@0003	CONSIST|0.667|1.0	CONSIST|0.0|0.0	P>M=|1.0|1.0	CONSIST|0.667|0.333	CONSIST|1.0|0.667	P>M=|0.667|0.667	P>M=|1.0|1.0	CONSIST|0.0|0.667	P<M=|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|0.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	P<M=|1.0|1.0	CONSIST|1.0|0.667	P>M=|1.0|1.0	CONSIST|1.0|1.0	CONSIST|0.667|1.0	P>M<|0.667|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	CONSIST|1.0|1.0	P<M>|1.0|0.667	CONSIST|1.0|0.667	P>M=|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0	CONSIST|1.0|1.0	P>M=|1.0|1.0	P<M=|1.0|1.0	P>M=|1.0|1.0
nERR@0003	CONSIST|0.393|0.798	CONSIST|0.0|0.0	CONSIST|0.968|0.642	P>M=|0.505|0.532	CONSIST|1.0|0.47	CONSIST|0.775|0.422	CONSIST|1.0|0.793	CONSIST|0.0|0.515	CONSIST|0.755|0.947	CONSIST|0.787|0.787	CONSIST|0.968|0.972	CONSIST|0.908|0.968	P>M=|0.832|0.798	CONSIST|0.654|0.908	CONSIST|0.936|0.936	CONSIST|0.835|0.986	CONSIST|0.925|0.787	CONSIST|0.986|0.642	CONSIST|0.945|0.933	P>M<|0.642|0.787	P>M=|1.0|0.972	CONSIST|0.835|0.0	CONSIST|0.986|1.0	P=M<|0.787|1.0	CONSIST|0.968|0.787	CONSIST|0.947|0.947	CONSIST|0.611|0.933	CONSIST|0.921|0.701	CONSIST|0.986|0.755	CONSIST|0.947|0.972	CONSIST|0.505|0.986	CONSIST|0.833|0.429	P=M>|1.0|0.947	CONSIST|0.986|0.947	CONSIST|0.865|0.737	CONSIST|0.947|0.947	CONSIST|1.0|1.0	CONSIST|0.947|0.947	CONSIST|0.947|0.947	CONSIST|0.611|0.921	P>M=|0.908|0.869	P>M=|0.947|0.947	P<M=|0.986|0.947	CONSIST|0.835|0.67	P<M=|0.606|0.642	P>M=|0.961|0.933	CONSIST|0.947|0.947	CONSIST|1.0|0.798	P<M=|0.925|0.947	CONSIST|0.96|0.766
nDCG@0005	CONSIST|0.631|0.877	P=M>|0.138|0.0	CONSIST|0.826|0.58	CONSIST|0.626|0.234	CONSIST|0.785|0.52	CONSIST|0.575|0.494	CONSIST|0.96|0.748	CONSIST|0.245|0.45	CONSIST|0.646|0.743	CONSIST|0.672|0.707	CONSIST|0.86|0.835	CONSIST|0.667|0.819	P>M=|0.901|0.877	CONSIST|0.468|0.635	P=M<|0.719|0.772	CONSIST|0.732|0.847	P>M<|0.748|0.813	CONSIST|0.847|0.667	P=M>|0.546|0.495	P>M=|0.714|0.672	CONSIST|1.0|0.748	CONSIST|0.826|0.0	P=M<|0.767|0.906	P=M<|0.772|0.953	CONSIST|0.819|0.726	CONSIST|0.807|0.76	CONSIST|0.415|0.49	CONSIST|0.734|0.642	CONSIST|0.854|0.667	P=M<|0.767|0.835	CONSIST|0.679|0.854	CONSIST|0.536|0.438	P=M>|0.913|0.76	P=M>|0.854|0.76	CONSIST|0.675|0.61	CONSIST|0.659|0.708	P=M>|0.96|0.906	CONSIST|0.792|0.792	P=M>|0.76|0.633	P<M=|0.455|0.483	P>M=|0.555|0.597	P>M=|0.714|0.714	P<M>|0.767|0.714	CONSIST|0.819|0.726	CONSIST|0.568|0.695	CONSIST|0.636|0.548	CONSIST|0.754|0.754	CONSIST|0.947|0.877	CONSIST|0.682|0.792	CONSIST|0.938|0.632
NCUgu,P	CONSIST|0.16|0.294	P=M>|0.063|0.0	CONSIST|0.3|0.2	CONSIST|0.18|0.068	CONSIST|0.323|0.149	CONSIST|0.248|0.133	CONSIST|0.318|0.25	CONSIST|0.096|0.25	P<M=|0.214|0.238	CONSIST|0.243|0.27	CONSIST|0.277|0.255	P<M=|0.238|0.286	P>M=|0.256|0.256	CONSIST|0.188|0.25	CONSIST|0.229|0.25	P<M=|0.227|0.273	P>M=|0.225|0.265	P>M=|0.261|0.217	CONSIST|0.258|0.226	P>M=|0.256|0.219	CONSIST|0.3|0.2	CONSIST|0.353|0.0	P=M<|0.256|0.333	CONSIST|0.255|0.298	P>M=|0.267|0.244	CONSIST|0.316|0.289	P<M=|0.194|0.222	CONSIST|0.281|0.222	P>M=|0.279|0.233	CONSIST|0.275|0.3	CONSIST|0.184|0.3	P>M=|0.211|0.219	CONSIST|0.325|0.275	CONSIST|0.25|0.229	P>M=|0.24|0.22	CONSIST|0.205|0.231	CONSIST|0.28|0.26	CONSIST|0.256|0.256	P=M>|0.268|0.195	P<M=|0.195|0.178	P>M=|0.227|0.248	P>M=|0.244|0.244	P<M=|0.233|0.233	P>M=|0.273|0.25	CONSIST|0.21|0.263	P>M=|0.263|0.237	CONSIST|0.262|0.262	P>M=|0.25|0.25	CONSIST|0.243|0.297	CONSIST|0.353|0.206
nDCG@0003	CONSIST|0.521|0.84	CONSIST|0.0|0.0	CONSIST|0.873|0.667	CONSIST|0.62|0.253	CONSIST|1.0|0.54	P>M=|0.5|0.5	CONSIST|1.0|0.713	CONSIST|0.0|0.432	CONSIST|0.667|0.793	CONSIST|0.747|0.747	CONSIST|0.873|0.84	CONSIST|0.667|0.873	CONSIST|0.941|0.84	CONSIST|0.46|0.667	CONSIST|0.747|0.747	P<M=|0.873|0.92	P>M=|0.713|0.747	CONSIST|0.92|0.667	P=M>|0.595|0.535	P>M<|0.667|0.747	CONSIST|1.0|0.84	CONSIST|0.873|0.0	P=M<|0.92|1.0	P=M<|0.747|1.0	CONSIST|0.873|0.747	CONSIST|0.793|0.793	CONSIST|0.44|0.535	CONSIST|0.725|0.551	CONSIST|0.92|0.667	CONSIST|0.793|0.84	CONSIST|0.62|0.92	CONSIST|0.46|0.333	P=M>|1.0|0.793	P=M>|0.92|0.793	CONSIST|0.785|0.69	CONSIST|0.793|0.793	CONSIST|1.0|1.0	CONSIST|0.793|0.793	CONSIST|0.793|0.793	P<M=|0.44|0.475	CONSIST|0.667|0.54	P>M=|0.793|0.793	P<M>|0.92|0.793	CONSIST|0.873|0.747	P<M=|0.62|0.667	CONSIST|0.69|0.535	CONSIST|0.793|0.793	CONSIST|1.0|0.84	CONSIST|0.713|0.793	CONSIST|0.862|0.725
